id,created_at,price,area,street,ward,district,post_date,num_bedroom,num_diningroom,num_kitchen,num_toilet,num_floor,current_floor,direction,street_width
2069,2024-05-12T09:44:10.70096+00:00,3.7,21,Miếu Đầm,Mễ Trì,Cầu Giấy,2024-02-25 00:00:00,0,0,0,0,0,0,0,0
2070,2024-05-12T09:44:14.509411+00:00,1.8,14,Quang Trung,Láng Hạ,Đống Đa,2024-05-06 00:00:00,0,0,0,0,0,0,0,0
2071,2024-05-12T09:44:19.168454+00:00,3.7,28,Doãn Kế Thiện,Mai Dịch,Cầu Giấy,2024-02-25 00:00:00,0,0,0,0,0,0,0,0
2072,2024-05-12T09:44:22.711956+00:00,3.9,27,Liên Xá,Văn Quán,Hà Đông,2024-02-25 00:00:00,0,0,0,0,0,0,0,0
2074,2024-05-12T09:44:29.590169+00:00,3.3,18,19-5,Văn Quán,Hà Đông,2024-05-06 00:00:00,0,0,0,0,0,0,0,0
2075,2024-05-12T09:44:33.077567+00:00,1.8,14,Quang Trung,Láng Hạ,Đống Đa,2024-05-06 00:00:00,0,0,0,0,0,0,0,0
2076,2024-05-12T09:44:37.362018+00:00,6.0,45,Hồ Văn Chương,Văn Chương,Đống Đa,2024-05-06 00:00:00,0,0,0,0,0,0,0,0
2077,2024-05-12T09:44:41.244128+00:00,4.0,20,Minh Khai,Minh Khai,Hai Bà Trưng,2024-05-06 00:00:00,0,1,0,0,0,0,0,0
2078,2024-05-12T09:44:45.994646+00:00,7.0,40,Hoàng Ngọc Phách,Láng Hạ,Đống Đa,2024-03-04 00:00:00,0,0,1,0,0,0,0,0
2079,2024-05-12T09:44:49.463047+00:00,4.5,30,Láng,Láng Hạ,Đống Đa,2024-03-04 00:00:00,0,0,0,0,0,0,0,0
2080,2024-05-12T09:44:54.001653+00:00,3.0,30,Lê Trọng Tấn,Khương Mai,Đống Đa,2024-03-04 00:00:00,0,0,0,0,0,0,0,0
2081,2024-05-12T09:44:58.392793+00:00,0.0,30,Trần Phú,Hàng Gai,Hoàn Kiếm,2024-04-17 00:00:00,0,0,1,1,0,0,0,0
2082,2024-05-12T09:45:02.635236+00:00,2.3,36,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,2024-04-19 00:00:00,0,0,0,0,0,0,0,0
2083,2024-05-12T09:45:07.407424+00:00,3.0,23,Lê Trọng Tấn,Định Công,Hoàng Mai,2024-04-19 00:00:00,0,0,1,1,0,0,0,0
2084,2024-05-12T09:45:12.049675+00:00,3.0,42,rỗng,Hàng Gai,rỗng,2024-04-04 00:00:00,0,0,0,0,0,0,0,0
2085,2024-05-12T09:45:16.576472+00:00,2.4,37,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,2024-03-25 00:00:00,0,0,0,0,0,0,0,0
2086,2024-05-12T09:45:20.416212+00:00,2.0,15,Văn Quán,Hà Đông,Thanh Xuân,2024-04-04 00:00:00,0,0,0,0,0,0,0,0
2087,2024-05-12T09:45:24.110059+00:00,5.0,45,Đường Ngô Xuân Quảng,Phú Thị,Thanh Xuân,2024-04-05 00:00:00,0,0,0,0,0,0,0,0
2088,2024-05-12T09:45:28.89107+00:00,5.5,40,Tôn Đức Thắng,Hàng Bột,Đống Đa,2024-04-06 00:00:00,0,0,0,0,0,0,0,0
2089,2024-05-12T09:45:32.822058+00:00,2.0,20,Khương Đình,Thanh Xuân,Hà Đông,2024-04-06 00:00:00,0,0,0,0,0,0,0,0
2090,2024-05-12T09:45:37.111996+00:00,1.6,12,Kim Hoa,Phương Liên,Đống Đa,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2091,2024-05-12T09:45:41.32697+00:00,3.0,25,Thái Hà,Trung Liệt,Đống Đa,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2092,2024-05-12T09:45:45.36479+00:00,4.8,32,Hàng Bún,Ba Đình,Ba Đình,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2093,2024-05-12T09:45:49.645172+00:00,3.3,25,Bạch Mai,Bạch Mai,Hai Bà Trưng,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2094,2024-05-12T09:45:53.896472+00:00,3.0,40,Kiến Hưng,Hà Đông,Thanh Xuân,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2095,2024-05-12T09:45:57.744754+00:00,2.7,20,Xã Đàn,Phương Liên,Đống Đa,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2096,2024-05-12T09:46:03.853723+00:00,7.5,40,Lạc Long Quân,Xuân La,Tây Hồ,2023-10-25 00:00:00,0,0,0,0,0,0,0,0
2097,2024-05-12T09:46:08.440871+00:00,0.0,0,An Dương Vương,Xuân Đỉnh,Bắc Từ Liêm,2023-10-25 00:00:00,0,0,0,0,0,0,0,0
2098,2024-05-12T09:46:13.037478+00:00,4.0,33,Nguyễn Xiển,Kim Giang,Thanh Xuân,2023-11-03 00:00:00,0,0,0,0,0,0,0,0
2099,2024-05-12T09:46:16.456893+00:00,0.0,20,Bạch Mai,Hai Bà Trưng,Hoàn Kiếm,2023-11-04 00:00:00,0,0,0,0,0,0,0,0
2100,2024-05-12T09:46:21.212379+00:00,3.5,25,Kim Giang,Kim Giang,Hà Nội,2023-11-04 00:00:00,0,0,0,0,0,0,0,0
2101,2024-05-12T09:46:25.06703+00:00,3.0,20,Yên Bái 2,Phố Huế,Hai Bà Trưng,2023-11-04 00:00:00,0,0,0,0,0,0,0,0
2102,2024-05-12T09:46:30.09103+00:00,2.7,20,Trương Định,Trương Định,Hai Bà Trưng,2023-12-06 00:00:00,0,0,0,0,0,0,0,0
2103,2024-05-12T09:46:34.980619+00:00,4.7,55,Cầu Long Biên,Ngọc Thuỵ,Long Biên,2023-12-07 00:00:00,0,0,0,0,0,0,0,0
2104,2024-05-12T09:46:38.47205+00:00,2.7,20,2,Thị trấn Trạm Trôi,Hoài Đức,2023-12-07 00:00:00,0,0,0,0,0,0,0,0
2105,2024-05-12T09:46:44.505892+00:00,1.9,20,Khương Đình,Thanh Xuân,Hà Đông,2024-02-17 00:00:00,0,0,0,0,0,0,0,0
2106,2024-05-12T09:46:48.537214+00:00,2.3,16,Văn Phú,Phúc La,Hà Đông,2024-02-17 00:00:00,0,0,0,0,0,0,0,0
2107,2024-05-12T09:46:52.420736+00:00,4.4,30,Cầu Giấy,Quan Hoa,Cầu Giấy,2023-12-07 00:00:00,0,0,0,0,0,0,0,0
2108,2024-05-12T09:46:56.983605+00:00,1.1,12,Lĩnh Nam,Mai Động,Hoàng Mai,2024-02-16 00:00:00,0,0,1,1,0,0,0,0
2109,2024-05-12T09:47:00.838778+00:00,2.5,25,Kim Giang,Đại Kim,Hoàng Mai,2023-12-18 00:00:00,0,0,0,0,0,0,0,0
2110,2024-05-12T09:47:04.247431+00:00,4.3,25,Anh Thành 1,An Khánh,Hoài Đức,2023-12-19 00:00:00,0,0,0,0,0,0,0,0
2111,2024-05-12T09:47:08.237059+00:00,3.6,23,Lê Quang Đạo,Mỹ Đình 2,Nam Từ Liêm,2024-02-17 00:00:00,0,0,1,1,0,0,0,0
2112,2024-05-12T09:47:12.982103+00:00,0.0,50,Đường Ngô Xuân Quảng,Phú Thị,Ba Đình,2023-12-19 00:00:00,0,0,0,0,0,0,0,0
2113,2024-05-12T09:47:16.439331+00:00,1.5,70,Nguyễn Xiển,Hạ Đình,Thanh Xuân,2023-12-19 00:00:00,0,0,1,0,0,0,0,0
2114,2024-05-12T09:47:22.29423+00:00,3.2,35,Kim Giang,Hoàng Liệt,Hoàng Mai,2024-01-04 00:00:00,0,0,0,0,0,0,0,0
2115,2024-05-12T09:47:26.620041+00:00,1.8,10,Trương Công Định,Dịch Vọng,Cầu Giấy,2023-12-07 00:00:00,0,0,0,0,0,0,0,0
2116,2024-05-12T09:47:31.098793+00:00,2.7,25,Bằng B,Hoàng Liệt,Hoàng Mai,2023-12-07 00:00:00,0,0,0,0,0,0,0,0
2118,2024-05-12T09:47:39.235069+00:00,4.2,20,Đại La,Trương Định,Hai Bà Trưng,2024-02-17 00:00:00,0,0,0,0,0,0,0,0
2119,2024-05-12T09:47:44.066209+00:00,3.5,25,Khâm Thiên,Thổ Quan,Đống Đa,2023-12-19 00:00:00,0,0,0,0,0,0,0,0
2120,2024-05-12T09:47:48.939921+00:00,4.0,40,Hoàng Cầu,Hà Cầu,Hà Đông,2024-01-04 00:00:00,0,0,0,0,0,0,0,0
2121,2024-05-12T09:47:53.095728+00:00,4.0,40,Văn Khê,Phú La,Hà Đông,2024-01-04 00:00:00,0,0,0,0,0,0,0,0
2122,2024-05-12T09:47:56.88924+00:00,4.0,48,rỗng,Hoàn Kiếm,rỗng,2024-01-05 00:00:00,0,0,0,0,0,0,0,0
2123,2024-05-12T09:48:00.844735+00:00,2.8,25,Kim Giang,Kim Giang,Thanh Xuân,2024-01-06 00:00:00,0,0,0,0,0,0,0,0
2124,2024-05-12T09:48:05.499187+00:00,3.7,48,Khâm Thiên,Khâm Thiên,Đống Đa,2023-11-23 00:00:00,0,0,0,0,0,0,0,0
2125,2024-05-12T09:48:09.263161+00:00,3.9,0,Ngọc Đại,Đại Mỗ,Nam Từ Liêm,2023-11-23 00:00:00,0,0,0,0,0,0,0,0
2126,2024-05-12T09:48:13.57123+00:00,2.0,15,Hào Nam,Ô Chợ Dừa,Đống Đa,2024-01-16 00:00:00,0,0,0,0,0,0,0,0
2127,2024-05-12T09:48:17.666505+00:00,4.4,30,Trần Quốc Toản,Dịch Vọng,Cầu Giấy,2024-01-17 00:00:00,0,0,0,0,0,0,0,0
2128,2024-05-12T09:48:22.177987+00:00,5.0,40,Mỹ Đình,Mỹ Đình 2,Nam Từ Liêm,2024-01-17 00:00:00,0,0,0,0,0,0,0,0
2129,2024-05-12T09:48:26.545975+00:00,4.8,28,rỗng,Phú Diễn,Bắc Từ Liêm,2024-01-17 00:00:00,0,0,0,0,0,0,0,0
2130,2024-05-12T09:48:30.522025+00:00,0.0,12,Đức Giang,Long Biên,Long Biên,2024-01-17 00:00:00,0,0,1,1,0,0,0,0
2131,2024-05-12T09:48:33.916327+00:00,3.6,27,Nguyễn Hoàng,Mỹ Đình 2,Nam Từ Liêm,2024-02-25 00:00:00,0,0,0,0,0,0,0,0
2132,2024-05-12T09:48:37.396794+00:00,4.6,36,Khu Biệt Thự Liền kề Mậu Lương,Kiến Hưng,Hà Nội,2024-02-26 00:00:00,0,0,0,0,0,0,0,0
2133,2024-05-12T09:48:41.769057+00:00,2.5,25,Kim Hoa,Phương Liên,Đống Đa,2024-02-26 00:00:00,0,0,0,0,0,0,0,0
2134,2024-05-12T09:48:46.456994+00:00,3.3,18,19-5,Văn Quán,Hà Đông,2024-05-07 00:00:00,0,0,0,0,0,0,0,0
2135,2024-05-12T09:48:51.211422+00:00,4.8,1,Văn Cao,Liễu Giai,Ba Đình,2024-05-07 00:00:00,0,0,0,0,0,0,0,0
2136,2024-05-12T09:48:55.619375+00:00,4.0,27,Khương Hạ,Khương Mai,Đống Đa,2024-03-04 00:00:00,0,0,1,0,0,0,0,0
2137,2024-05-12T09:49:00.353258+00:00,0.0,12,Tây Sơn,Quang Trung,Đống Đa,2024-03-04 00:00:00,0,0,0,0,0,0,0,0
2138,2024-05-12T09:49:05.644694+00:00,2.0,19,Lê Quang Đạo,Từ Liêm,Cầu Giấy,2024-04-21 00:00:00,0,0,0,0,0,0,0,0
2139,2024-05-12T09:49:09.457476+00:00,4.3,30,Trần Thái Tông,Dịch Vọng Hậu,Cầu Giấy,2024-03-04 00:00:00,0,0,1,1,0,0,0,0
2140,2024-05-12T09:49:13.787968+00:00,5.5,25,Chính Kinh,Nhân Chính,Cầu Giấy,2024-03-04 00:00:00,0,0,0,0,0,0,0,0
2141,2024-05-12T09:49:18.221694+00:00,3.0,35,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,2024-03-25 00:00:00,0,0,0,0,0,0,0,0
2142,2024-05-12T09:49:20.478136+00:00,2.6,20,Đường Nguyễn Bình,Trung Màu,Thanh Xuân,2024-04-21 00:00:00,0,0,0,0,0,0,0,0
2143,2024-05-12T09:49:25.2148+00:00,4.0,35,Linh Lang,Liễu Giai,Ba Đình,2024-04-23 00:00:00,0,0,0,0,0,0,0,0
2144,2024-05-12T09:49:29.440802+00:00,3.6,26,Bạch Mai,Bạch Mai,Hai Bà Trưng,2024-03-26 00:00:00,0,0,1,0,0,0,0,0
2145,2024-05-12T09:49:33.92844+00:00,4.8,25,Định Công,Định Công,Hoàng Mai,2024-03-26 00:00:00,0,0,0,0,0,0,0,0
2146,2024-05-12T09:49:37.738535+00:00,1.6,15,Khương Đình,Hạ Đình,Thanh Xuân,2024-03-27 00:00:00,0,0,0,0,0,0,0,0
2147,2024-05-12T09:49:41.364885+00:00,4.1,38,Triều Khúc,Thanh Xuân Nam,Thanh Xuân,2024-03-26 00:00:00,0,0,1,0,0,0,0,0
2148,2024-05-12T09:49:45.211088+00:00,2.0,20,Khương Đình,Thanh Xuân,Hà Đông,2024-04-06 00:00:00,0,0,1,1,0,0,0,0
2149,2024-05-12T09:49:49.965248+00:00,6.5,30,Trung Liệt,Trung Liệt,Đống Đa,2024-04-23 00:00:00,0,0,0,0,0,0,0,0
2150,2024-05-12T09:49:53.686072+00:00,3.8,20,Nguyễn Đức Cảnh,Tương Mai,Hoàng Mai,2024-04-27 00:00:00,0,0,0,0,0,0,0,0
2151,2024-05-12T09:49:57.41287+00:00,3.5,20,Vũ Thạnh,Ô Chợ Dừa,Đống Đa,2024-04-27 00:00:00,0,0,0,0,0,0,0,0
2153,2024-05-12T09:50:05.33101+00:00,3.5,40,Võ Thị Sáu,Thanh Nhàn,Hai Bà Trưng,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2154,2024-05-12T09:50:09.730438+00:00,3.0,20,Giáp Bát,Giáp Bát,Hoàng Mai,2024-05-12 00:00:00,0,0,1,1,0,0,0,0
2155,2024-05-12T09:50:12.741126+00:00,0.0,25,Đại Đồng,Đặng Xá,Hoàng Mai,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2156,2024-05-12T09:50:16.678926+00:00,0.0,30,Trần Cung,Cổ Nhuế,Bắc Từ Liêm,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2157,2024-05-12T09:50:21.388467+00:00,6.8,35,Hoàng Hoa Thám,Đội Cấn,Ba Đình,2023-10-25 00:00:00,0,0,0,0,0,0,0,0
2158,2024-05-12T09:50:26.128811+00:00,5.5,30,Dịch Vọng,Dịch Vọng,Cầu Giấy,2023-11-04 00:00:00,0,0,0,0,0,0,0,0
2160,2024-05-12T09:50:33.883547+00:00,3.5,30,Văn Phú,Biên Giang,Hà Đông,2023-11-05 00:00:00,0,0,0,0,0,0,0,0
2161,2024-05-12T09:50:37.665811+00:00,2.9,35,Giang Cao,Kim Lan,Cầu Giấy,2023-12-07 00:00:00,0,0,0,0,0,0,0,0
2162,2024-05-12T09:50:42.260153+00:00,3.9,31,Đường Phong Xuân,Dịch Vọng Hậu,Cầu Giấy,2023-12-07 00:00:00,0,0,0,0,0,0,0,0
2163,2024-05-12T09:50:45.901605+00:00,3.9,35,Nhật Tảo,Đông Ngạc,Bắc Từ Liêm,2023-12-08 00:00:00,0,0,1,1,0,0,0,0
2164,2024-05-12T09:50:52.496853+00:00,4.2,20,Đại La,Trương Định,Hai Bà Trưng,2024-02-17 00:00:00,0,0,0,0,0,0,0,0
2165,2024-05-12T09:50:56.383256+00:00,3.7,25,Trần Thái Tông,Dịch Vọng Hậu,Cầu Giấy,2024-02-18 00:00:00,0,0,0,0,0,0,0,0
2166,2024-05-12T09:51:00.166159+00:00,4.5,30,Giảng Võ,Thành Công,Cát Linh,2023-12-21 00:00:00,0,0,0,0,0,0,0,0
2167,2024-05-12T09:51:04.413919+00:00,1.8,15,Khâm Thiên,Khâm Thiên,Đống Đa,2023-12-21 00:00:00,0,0,0,0,0,0,0,0
2168,2024-05-12T09:51:08.815585+00:00,2.9,17,Hào Nam,Ô Chợ Dừa,Đống Đa,2023-11-23 00:00:00,0,0,1,1,0,0,0,0
2169,2024-05-12T09:51:13.350278+00:00,1.7,10,Hào Nam,Ô Chợ Dừa,Đống Đa,2023-11-23 00:00:00,0,0,0,0,0,0,0,0
2170,2024-05-12T09:51:17.570283+00:00,2.5,13,Yên Thế,Thanh Xuân Trung,Thanh Xuân,2024-01-06 00:00:00,0,0,0,0,0,0,0,0
2171,2024-05-12T09:51:21.454716+00:00,3.0,25,Kim Giang,Thanh Liệt,Thanh Trì,2023-12-21 00:00:00,0,0,0,0,0,0,0,0
2172,2024-05-12T09:51:25.587316+00:00,3.0,17,LÁNG,Láng Thượng,Đống Đa,2023-11-23 00:00:00,0,0,0,0,0,0,0,0
2173,2024-05-12T09:51:29.392383+00:00,4.0,20,33,Khương Đình,Thanh Xuân,2024-01-17 00:00:00,0,0,1,0,0,0,0,0
2174,2024-05-12T09:51:33.22341+00:00,1.0,15,Minh Khai,Minh Khai,Hai Bà Trưng,2024-02-26 00:00:00,0,0,0,0,0,0,0,0
2175,2024-05-12T09:51:37.029244+00:00,3.1,25,Kim Giang,Hoàng Liệt,Hoàng Mai,2023-12-21 00:00:00,0,0,0,0,0,0,0,0
2176,2024-05-12T09:51:40.686682+00:00,3.5,25,Phú Diễn,Phú Diễn,Bắc Từ Liêm,2024-02-26 00:00:00,0,0,0,0,0,0,0,0
2177,2024-05-12T09:51:44.875943+00:00,3.6,25,Lê Quang Đạo,Phú Đô,Nam Từ Liêm,2023-12-21 00:00:00,0,0,0,0,0,0,0,0
2178,2024-05-12T09:51:49.492088+00:00,4.0,23,Cốm Vòng,Khâm Thiên,Đống Đa,2024-01-06 00:00:00,0,0,1,0,0,0,0,0
2179,2024-05-12T09:51:53.891882+00:00,2.5,25,Kim Hoa,Phương Liên,Đống Đa,2024-02-27 00:00:00,0,0,0,0,0,0,0,0
2180,2024-05-12T09:51:57.363808+00:00,5.0,50,Văn Phú,Phú La,Hà Đông,2024-05-07 00:00:00,0,0,1,1,0,0,0,0
2181,2024-05-12T09:52:01.320188+00:00,1.7,17,Nguyễn Khang,Yên Hòa,Cầu Giấy,2024-05-07 00:00:00,0,0,1,0,0,0,0,0
2182,2024-05-12T09:52:05.46506+00:00,4.8,45,Hồ Văn Chương,Văn Chương,Đống Đa,2024-01-18 00:00:00,0,0,0,0,0,0,0,0
2183,2024-05-12T09:52:09.122871+00:00,0.0,30,Đường Nguyễn Đức Thuận,Văn Đức,Hà Nội,2024-05-08 00:00:00,0,0,0,0,0,0,0,0
2184,2024-05-12T09:52:13.481658+00:00,6.0,80,Kim Liên Mới,Kim Liên,Đống Đa,2024-03-05 00:00:00,0,0,0,0,0,0,0,0
2186,2024-05-12T09:52:21.457101+00:00,5.5,40,Tôn Đức Thắng,Hàng Bột,Đống Đa,2024-05-07 00:00:00,0,0,0,0,0,0,0,0
2188,2024-05-12T09:52:28.404206+00:00,3.5,25,Cầu Giấy,Quan Hoa,Cầu Giấy,2024-03-05 00:00:00,0,0,0,0,0,0,0,0
2189,2024-05-12T09:52:32.711414+00:00,0.0,28,Đình Thôn,Mỹ Đình 2,Nam Từ Liêm,2024-03-05 00:00:00,0,0,1,0,0,0,0,0
2190,2024-05-12T09:52:36.288671+00:00,0.0,20,Đường Đặng Phúc Thông,Hàng Gai,Hoàn Kiếm,2024-03-05 00:00:00,0,0,0,0,0,0,0,0
2191,2024-05-12T09:52:40.772824+00:00,1.9,18,Trương Định,Tương Mai,Hoàng Mai,2024-04-27 00:00:00,0,0,0,0,0,0,0,0
2192,2024-05-12T09:52:45.308071+00:00,3.5,30,Khương Hạ,Hạ Đình,Thanh Xuân,2024-04-27 00:00:00,0,0,0,0,0,0,0,0
2193,2024-05-12T09:52:49.730166+00:00,4.0,25,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,2024-04-28 00:00:00,0,0,0,0,0,0,0,0
2194,2024-05-12T09:52:54.295208+00:00,4.6,35,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,2024-04-28 00:00:00,0,0,1,0,0,0,0,0
2195,2024-05-12T09:52:58.952662+00:00,3.8,27,Đội Cấn,Cống Vị,Ba Đình,2024-03-27 00:00:00,0,0,0,0,0,0,0,0
2196,2024-05-12T09:53:02.725313+00:00,1.6,15,Khương Đình,Hạ Đình,Thanh Xuân,2024-03-27 00:00:00,0,0,0,0,0,0,0,0
2197,2024-05-12T09:53:06.81649+00:00,3.8,27,Đội Cấn,Cống Vị,Ba Đình,2024-03-27 00:00:00,0,0,0,0,0,0,0,0
2198,2024-05-12T09:53:10.333551+00:00,2.4,38,Cầu Vĩnh Tuy,Minh Khai,Hai Bà Trưng,2024-03-27 00:00:00,0,0,0,0,0,0,0,0
2199,2024-05-12T09:53:15.193619+00:00,0.0,30,Trần Cung,Cổ Nhuế,Bắc Từ Liêm,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2200,2024-05-12T09:53:19.862338+00:00,2.4,20,Quỳnh Lôi,Hai Bà Trưng,Hoàn Kiếm,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2201,2024-05-12T09:53:24.4938+00:00,3.0,30,Giải Phóng,Giáp Bát,Hoàng Mai,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2202,2024-05-12T09:53:29.308397+00:00,0.0,12,Nguyễn Đình Chiểu,Hai Bà Trưng,Hoàn Kiếm,2024-05-12 00:00:00,0,0,0,0,0,0,0,0
2203,2024-05-12T09:53:33.952758+00:00,3.5,50,An Xá,Kim Mã,Ba Đình,2023-11-06 00:00:00,0,0,0,0,0,0,0,0
2204,2024-05-12T09:53:38.695363+00:00,0.0,15,Vũ Ngọc Phan,Láng Hạ,Đống Đa,2023-12-08 00:00:00,0,0,0,0,0,0,0,0
2205,2024-05-12T09:53:42.662805+00:00,6.8,20,Thụy Khuê,Thụy Khuê,Tây Hồ,2024-04-06 00:00:00,0,0,0,0,0,0,0,0
2206,2024-05-12T09:53:47.148775+00:00,10.0,200,Đường Thôn Trân Tảo,Thượng Thành,Long Biên,2024-04-07 00:00:00,0,0,1,0,0,0,0,0
2207,2024-05-12T09:53:51.195175+00:00,5.0,40,Phạm Văn Đồng,Cổ Nhuế,Bắc Từ Liêm,2024-04-06 00:00:00,0,0,0,0,0,0,0,0
2208,2024-05-12T09:53:54.732733+00:00,3.5,25,Cốm Vòng,Láng Hạ,Đống Đa,2024-04-07 00:00:00,0,0,1,0,0,0,0,0
2209,2024-05-12T09:53:59.092875+00:00,2.5,23,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,2023-11-07 00:00:00,0,0,0,0,0,0,0,0
2210,2024-05-12T09:54:01.980479+00:00,10.0,70,Nguyễn Xiển,Hạ Đình,Thanh Xuân,2023-12-08 00:00:00,0,0,0,0,0,0,0,0
2211,2024-05-12T09:54:05.997832+00:00,6.5,40,Võng Thị,Thụy Khuê,Tây Hồ,2023-12-11 00:00:00,0,0,0,0,0,0,0,0
2212,2024-05-12T09:54:10.579294+00:00,2.5,20,Cầu Diễn,Cổ Nhuế,Bắc Từ Liêm,2024-02-18 00:00:00,0,0,1,1,0,0,0,0
2213,2024-05-12T09:54:13.114665+00:00,3.1,25,Kim Giang,Hoàng Liệt,Hoàng Mai,2023-12-08 00:00:00,0,0,1,1,0,0,0,0
2214,2024-05-12T09:54:17.224378+00:00,2.7,32,Xuân Canh,Vân Canh,Hoài Đức,2023-11-05 00:00:00,0,0,1,0,0,0,0,0
2215,2024-05-12T09:54:21.909027+00:00,3.2,20,làng Nhân Trạch,Quốc Tử Giám,Đống Đa,2023-11-06 00:00:00,0,0,0,0,0,0,0,0
2216,2024-05-12T09:54:26.492415+00:00,2.8,25,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,2024-02-19 00:00:00,0,0,0,0,0,0,0,0
2217,2024-05-12T09:54:30.364657+00:00,1.5,70,Nguyễn Trãi,Nguyễn Trãi,Hà Đông,2023-12-22 00:00:00,0,0,0,0,0,0,0,0
2218,2024-05-12T09:54:34.229379+00:00,3.0,32,Xuân Canh,Vân Canh,Hoài Đức,2024-02-19 00:00:00,0,0,0,0,0,0,0,0
2219,2024-05-12T09:54:38.569307+00:00,5.1,45,Nguyễn Văn Huyên,Quan Hoa,Cầu Giấy,2023-12-22 00:00:00,0,0,0,0,0,0,0,0
2220,2024-05-12T09:54:43.100605+00:00,2.8,25,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,2024-02-19 00:00:00,0,0,0,0,0,0,0,0
2221,2024-05-12T09:54:46.942528+00:00,4.4,30,Cầu Giấy,Quan Hoa,Cầu Giấy,2023-12-22 00:00:00,0,0,0,0,0,0,0,0
2222,2024-05-12T09:54:51.198357+00:00,4.2,25,Đặng Văn Ngữ,Trung Tự,Đống Đa,2023-12-23 00:00:00,0,0,0,0,0,0,0,0
2223,2024-05-12T09:54:57.917382+00:00,4.0,40,Văn Phú,Phú La,Hà Đông,2024-01-07 00:00:00,0,0,0,0,0,0,0,0
2224,2024-05-12T09:55:01.845992+00:00,5.6,25,Đại La,Đồng Tâm,Hai Bà Trưng,2023-11-24 00:00:00,0,0,0,0,0,0,0,0
2225,2024-05-12T09:55:05.763637+00:00,2.0,20,Cổ Nhuế,Cổ Nhuế,Bắc Từ Liêm,2024-01-07 00:00:00,0,0,0,0,0,0,0,0
2226,2024-05-12T09:55:10.230555+00:00,2.5,9,Chùa Vua,Dương Nội,Hà Đông,2024-01-07 00:00:00,0,0,0,0,0,0,0,0
2227,2024-05-12T09:55:13.606203+00:00,4.0,40,Văn Khê,Phú La,Hà Đông,2024-01-07 00:00:00,0,0,0,0,0,0,0,0
2228,2024-05-12T09:55:18.192254+00:00,3.7,22,Phùng Khoang,Trung Văn,Nam Từ Liêm,2023-11-24 00:00:00,0,0,0,0,0,0,0,0
2229,2024-05-12T09:55:22.446043+00:00,5.2,27,Kim Giang,Khương Đình,Thanh Xuân,2023-11-24 00:00:00,0,0,0,0,0,0,0,0
2230,2024-05-12T09:55:26.835969+00:00,4.0,48,Tám tháng ba,Vạn Phúc,Hà Đông,2024-01-19 00:00:00,0,0,0,0,0,0,0,0
2231,2024-05-12T09:55:30.581292+00:00,2.7,17,Liên Xá,Tân Triều,Thanh Xuân,2024-01-19 00:00:00,0,0,0,0,0,0,0,0
2232,2024-05-12T09:55:34.68215+00:00,4.1,40,Võ Chí Công,Nghĩa Đô,Cầu Giấy,2024-02-27 00:00:00,0,0,0,0,0,0,0,0
2234,2024-05-12T09:55:41.014041+00:00,1.7,19,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,2024-02-28 00:00:00,0,0,0,0,0,0,0,0
2235,2024-05-12T09:55:45.257912+00:00,1.7,19,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,2024-02-28 00:00:00,0,0,0,0,0,0,0,0
2236,2024-05-12T09:55:49.752952+00:00,1.8,17,Định Công Thượng,Định Công,Hoàng Mai,2024-05-08 00:00:00,0,0,0,0,0,0,0,0
2237,2024-05-12T09:55:53.650595+00:00,3.3,18,19-5,Văn Quán,Hà Đông,2024-05-08 00:00:00,0,0,0,0,0,0,0,0
2238,2024-05-12T09:55:57.45155+00:00,1.6,18,Cao Lỗ,Đông Yên,Đông Anh,2024-03-05 00:00:00,0,0,0,0,0,0,0,0
2239,2024-05-12T09:56:01.271123+00:00,5.2,56,Đình Thôn,Mỹ Đình 2,Nam Từ Liêm,2024-03-05 00:00:00,0,0,1,1,0,0,0,0
2240,2024-05-12T09:56:06.015716+00:00,4.2,28,Trần Cung,Nghĩa Đô,Cầu Giấy,2024-03-05 00:00:00,0,0,0,0,0,0,0,0
2241,2024-05-12T09:56:09.469256+00:00,5.0,35,Đường Thôn Hàn Lạc,Hai Bà Trưng,Hoàn Kiếm,2024-03-28 00:00:00,0,0,0,0,0,0,0,0
